ID;RESOURCE;PROPERTY;VOICEOVER;KEY;BR;CZ;RU;AR;TR;CN;PL;IT;FR;DE;ZH;ESMX;EN;KR;ES;JP;HU
1098030547;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\pasture_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030548;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\pasture_scene.w2scene""";Line text;ANAB_PASTURE_1098030548;;;;;;;;Mistrzu wiedźminie, dziękuję, że uratowaliście Paulę, ale skoro już tu jesteście...;;;;;;Master witcher, thank you for saving Milgra, but since you're here...;;;;
1098030549;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\pasture_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030550;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\pasture_scene.w2scene""";Line text;GRLT_PASTURE_1098030550;;;;;;;;Rozejrzę się. Zobaczę, co da się zrobić.;;;;;;I'll take a look. See what I can do.;;;;
1098030551;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\pasture_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030552;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\pasture_scene.w2scene""";Line text;ANAB_PASTURE_1098030552;;;;;;;;Och, dziękuję, mistrzu!;;;;;;Oh, thank you, master!;;;;
1098030553;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\pasture_scene.w2scene""";Line comment;;;;;;;;;0;;;;;;Milgra is their cow;;;;
1098030554;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\pasture_scene.w2scene""";Line text;ANAB_PASTURE_1098030554;;;;;;;;Czy to... Paula?!;;;;;;Is that... Milgra?!;;;;
1098030555;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\pasture_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030556;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\pasture_scene.w2scene""";Line text;ANAB_PASTURE_1098030556;;;;;;;;Mistrzu wiedźminie, znaleźliście Paulę! Myśmy z mężem myśleli, że już jej się zmarło! Ale jakim cudem?!;;;;;;Master witcher, you found Milgra! Branek and I thought she was dead! But how?!;;;;
1098030557;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\pasture_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030558;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\pasture_scene.w2scene""";Line text;GRLT_PASTURE_1098030558;;;;;;;;Poszedłem po śladach. Wygląda na to, że uciekła, zanim zaczęło się całe to zarzynanie.;;;;;;Followed her tracks. Seems like she wandered off before the killings happened.;;;;
1098030559;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\pasture_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030560;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\pasture_scene.w2scene""";Line text;GRLT_PASTURE_1098030560;;;;;;;;Omal nie wpadła na niedźwiedzia. Dobrze, że znalazłem ją pierwszy.;;;;;;Almost ran into a bear though. Good thing I found her before that.;;;;
1098030561;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\pasture_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030562;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\pasture_scene.w2scene""";Line text;ANAB_PASTURE_1098030562;;;;;;;;Czyli los się do nas uśmiechnął! No, nie licząc wczoraj...;;;;;;Today must be our lucky day then. Well, not counting the tragedy yesterday...;;;;
1098030563;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\pasture_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030564;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\pasture_scene.w2scene""";Line text;ANAB_PASTURE_1098030564;;;;;;;;Mistrzu wiedźminie, raz jeszcze dziękujemy za ocalenie Pauli!;;;;;;Master witcher, once again, thank you for saving Milgra.;;;;
1098030565;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\pasture_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030566;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\pasture_scene.w2scene""";Line text;GRLT_PASTURE_1098030566;;;;;;;;Nie ma sprawy. I mów mi Geralt.;;;;;;Don't mention it. And it's Geralt.;;;;
1098030567;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\pasture_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030568;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\pasture_scene.w2scene""";Line text;ANAB_PASTURE_1098030568;;;;;;;;Dziękuje, mistrzu Geralcie!;;;;;;Thank you, master Geralt!;;;;
1098030569;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\pasture_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030570;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\pasture_scene.w2scene""";Line text;GRLT_PASTURE_1098030570;;;;;;;;No już. Odprowadzę jaśnie panią do Anezki.;;;;;;C'mon. Let's get you back to Anezka.;;;;
1098030571;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\anezka_scene.w2scene""";Choice line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030572;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\anezka_scene.w2scene""";Choice line;;;;;;;;;Twój mąż powiedział, że niedawno zainwestowaliście w tę posiadłość. Dlaczego właśnie tutaj?;;;;;;Branek said you invested in this land recently. Why here?;;;;
1098030573;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\anezka_scene.w2scene""";Choice line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030574;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\anezka_scene.w2scene""";Choice line;;;;;;;;;Bywaj.;;;;;;So long.;;;;
1098030575;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\anezka_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030576;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\anezka_scene.w2scene""";Line text;GRLT_ANEZKA_1098030576;;;;;;;;Bywaj.;;;;;;So long.;;;;
1098030577;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\anezka_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030578;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\anezka_scene.w2scene""";Line text;GRLT_ANEZKA_1098030578;;;;;;;;Twój mąż mówił, że niedawno zainwestowaliście w tę ziemię. Czemu tutaj? I czemu teraz, kiedy Nilfgaard stoi wam niemal pod samym progiem?;;;;;;Your husband said you invested in this land recently. Why here? Why now with the Nilfgardians at your doorstep?;;;;
1098030579;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\anezka_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030580;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\anezka_scene.w2scene""";Line text;ANAB_ANEZKA_1098030580;;;;;;;;Ach, mój Branek zawsze wierzył w swój 'kupiecki nos', jak sam to nazywa. Od dnia, w którym spotkaliśmy się na targu w Wyzimie, bez końca gadał o nowych sposobach na zarobek.;;;;;;Oh well, Branek always had faith in his 'merchant's wit', or so he calls it. Since the day we met at the marketplace in Vizima, he's been on and on with his ideas for new financial opportunities.;;;;
1098030581;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\anezka_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030582;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\anezka_scene.w2scene""";Line text;GRLT_ANEZKA_1098030582;;;;;;;;Chodzi pewnie o Plac Solny. Chcesz powiedzieć, że połączyła was niewidzialna ręka wolnego rynku, a nie miłość od pierwszego wejrzenia?;;;;;;Salt Square, I'm guessing. Mean to tell me the invisible hand of the market brought you together, or was it love at first sight?;;;;
1098030583;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\anezka_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030584;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\anezka_scene.w2scene""";Line text;ANAB_ANEZKA_1098030584;;;;;;;;Coś w jego gadaniu o przyszłości zrobiło na mnie wrażenie. Porządny, przewidujący chłop to dziś rzadkość.;;;;;;Eh, something about the way he planned out his future made an impression on a lass like me. A reliable man is hard to come by these days!;;;;
1098030585;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\anezka_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030586;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\anezka_scene.w2scene""";Line text;ANAB_ANEZKA_1098030586;;;;;;;;Najsampierw, myślałam sobie, że z tych jego marzeń to nic, jeno same rozczarowania, ale jakoś na koniec zawsze wszystko wychodziło mu na dobre.;;;;;;Anyway, his dreams were going to bring nothin but disappointment, I said to meself, but they always did seem to turn out in his favor.;;;;
1098030587;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\anezka_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030588;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\anezka_scene.w2scene""";Line text;GRLT_ANEZKA_1098030588;;;;;;;;Wygląda na to, że nie w tym przypadku. Albo coś zwyczajnie nie lubi kupców z dobrym węchem.;;;;;;Seems like some of his luck ran out though. Either that, or there's some monster that dislikes merchants.;;;;
1098030589;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\ritual_site_conclusion.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030590;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\ritual_site_conclusion.w2scene""";Line text;GRLT_RITUAL_1098030590;;;;;;;;A wilkołak... Wymuszona zmiana czy ktoś go tu przywołał?;;;;;;Now, the werewolf. Was it forced lycanthropy, or was it summoned here?;;;;
1098030591;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\ritual_site_conclusion.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030592;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\ritual_site_conclusion.w2scene""";Line text;GRLT_RITUAL_1098030592;;;;;;;;Nigdy nie spotkałem się z ich przywoływaniem...;;;;;;Haven't heard of a ritual for summoning werewolves, though.;;;;
1098030593;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\ritual_site_conclusion.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030594;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\ritual_site_conclusion.w2scene""";Line text;GRLT_RITUAL_1098030594;;;;;;;;Ślady były dziwne... Mniejsze niż u wilkołaka, większe niż u wilka.;;;;;;Tracks were odd, a bit smaller that a regular werewolf, but bigger than your average wolf.;;;;
1098030595;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\ritual_site_conclusion.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030596;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\ritual_site_conclusion.w2scene""";Line text;GRLT_RITUAL_1098030596;;;;;;;;Do tego, wygląda na to, że futrzak miał widownię.;;;;;;Had an audience as well.;;;;
1098030597;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030598;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line text;AGNT_BRANEK_1098030598;;;;;;;;Widzę, że znalazłeś naszą Paulę! Wspaniale!;;;;;;I see you brought Milgra back to us! Splendid!;;;;
1098030599;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030600;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line text;GRLT_BRANEK_1098030600;;;;;;;;Witaj.;;;;;;Morning.;;;;
1098030601;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030602;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line text;GRLT_BRANEK_1098030602;;;;;;;;Twoja krowa miała dużo szczęścia, Branku, uciekła tuż przed rzezią. Potem prawie dopadł ją niedźwiedź.;;;;;;You've got yourself a lucky cow, Branek. Seems like she wandered off just before the disaster. Later, I found her moments before a bear would've.;;;;
1098030603;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030604;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line text;AGNT_BRANEK_1098030604;;;;;;;;Dobrze, że chociaż jej go trochę zostało... W każdym razie...;;;;;;Luck's gotta rub off somewhere, I suppose. Anyhow...;;;;
1098030605;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Choice line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030606;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Choice line;;;;;;;;;Można tak powiedzieć.;;;;;;Could say so.;;;;
1098030607;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Choice line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030608;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Choice line;;;;;;;;;Najpierw ty. Dowiedziałeś się czegoś na własną rękę?;;;;;;You first. Asking around town help much?;;;;
1098030609;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Choice line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030610;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Choice line;;;;;;;;;Jeśli chodzi o pastwisko...;;;;;;As far as the pasture's concerned...;;;;
1098030611;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Choice line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030612;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Choice line;;;;;;;;;Co do miejsca rytuału...;;;;;;As for the ritual site...;;;;
1098030613;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Choice line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030614;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Choice line;;;;;;;;;Ślad się urwał.;;;;;;Trail's gone cold.;;;;
1098030615;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Choice line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030616;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Choice line;;;;;;;;;Dobra. Ruszamy.;;;;;;Fine. Let's go.;;;;
1098030617;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Choice line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030618;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Choice line;;;;;;;;;Chyba żartujesz.;;;;;;Gotta be kidding.;;;;
1098030619;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030620;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line text;GRLT_BRANEK_1098030620;;;;;;;;Na początek powiedz, czy udało ci się czegoś dowiedzieć w okolicy?;;;;;;Tell me what you've got first. Learn anything around town?;;;;
1098030621;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030622;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line text;AGNT_BRANEK_1098030622;;;;;;;;Ech, niestety nie. Każdego, kogo pytałem, mówił, że już o tej porze spał. Tak, jak my.;;;;;;Eh, no' much of note, I'm afraid. Everyone I asked said they were asleep at the time. Well, so were we.;;;;
1098030623;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030624;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line text;GRLT_BRANEK_1098030624;;;;;;;;Tak myślałem. Coś jeszcze? Tylko wam przydarzyło się coś takiego?;;;;;;Figures. Anything else? This the first time someones livestock bites the dust?;;;;
1098030625;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030626;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line text;AGNT_BRANEK_1098030626;;;;;;;;Można tak powiedzieć, biorąc pod uwagę gabaryt.;;;;;;As far as the circumstances go, could say so.;;;;
1098030627;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030628;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line text;AGNT_BRANEK_1098030628;;;;;;;;Może komuś czasem zniknęła kura albo koza, ale nigdy nawet nic zbliżonego do krowy...;;;;;;Maybe some chicken or a goat went missing, but nothing close to this.;;;;
1098030629;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030630;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line text;AGNT_BRANEK_1098030630;;;;;;;;A ty coś ustaliłeś?;;;;;;How about you?;;;;
1098030631;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030632;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line text;GRLT_BRANEK_1098030632;;;;;;;;Można powiedzieć, że wieści nie napawają optymizmem.;;;;;;Could say so. Though news are troubling at the least.;;;;
1098030633;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030634;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line text;AGNT_BRANEK_1098030634;;;;;;;;Tego się właśnie obawiałem.;;;;;;I was afraid of that.;;;;
1098030635;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030636;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line text;ANAB_BRANEK_1098030636;;;;;;;;O, mistrzu Geralcie! Dobrze was widzieć. Wiecie już coś więcej?;;;;;;Oh, master Geralt. Good to see you. How'd thing go?;;;;
1098030637;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030638;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line text;AGNT_BRANEK_1098030638;;;;;;;;Właśnie miał powiedzieć. Mów dalej, mistrzu.;;;;;;He was just about to tell us. Do continue, master.;;;;
1098030639;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line comment;;;;;;;;;#N/A;;;;;;;;;;
1098030640;"CStoryScene ""dlc\dlc_cows_and_cults\data\quests\quest_files\scenes\branek_anezka_scene.w2scene""";Line text;GRLT_BRANEK_1098030640;;;;;;;;Na pastwisku znalazłem kilka ciekawych rzeczy.;;;;;;Investigating the pasture proved to be interesting.;;;;
